customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
14335,17,2,468.26,4,3,2,432,Potential Loyalists
13650,17,6,1836.34,4,5,4,454,Loyal Customers
14744,17,7,1099.98,4,5,4,454,Loyal Customers
15727,17,7,5178.96,4,5,5,455,Champions
13018,17,28,7277.70,4,5,5,455,Champions
17422,17,6,1979.37,4,5,4,454,Loyal Customers
14205,17,2,466.70,4,3,2,432,Potential Loyalists
15949,17,2,364.72,4,3,2,432,Potential Loyalists
13831,17,6,2202.99,4,5,5,455,Champions
12948,17,7,2064.95,4,5,5,455,Champions
13448,17,6,3539.37,4,5,5,455,Champions
13899,17,2,388.52,4,3,2,432,Potential Loyalists
17685,17,7,3191.53,4,5,5,455,Champions
16343,17,2,370.48,4,3,2,432,Potential Loyalists
17034,17,3,745.52,4,3,3,433,Potential Loyalists
12452,17,2,430.57,4,3,2,432,Potential Loyalists
14790,17,4,745.06,4,4,3,443,Loyal Customers
14020,17,2,642.80,4,3,3,433,Potential Loyalists
17247,16,1,282.19,4,2,2,422,Potential Loyalists
14591,16,4,1447.14,4,4,4,444,Loyal Customers
18161,16,5,1618.69,4,4,4,444,Loyal Customers
17323,16,7,921.07,4,5,3,453,Loyal Customers
13207,16,2,250.26,4,2,2,422,Potential Loyalists
18184,16,1,49.80,4,1,1,411,Others
18130,16,3,1059.39,4,4,4,444,Loyal Customers
13588,16,9,2478.95,4,5,5,455,Champions
14607,16,14,16569.50,4,5,5,455,Champions
16609,16,7,5493.46,4,5,5,455,Champions
16482,16,1,220.62,4,1,1,411,Others
12421,16,4,807.04,4,4,3,443,Loyal Customers
17096,16,4,1022.13,4,4,4,444,Loyal Customers
12757,16,13,7857.10,4,5,5,455,Champions
16668,16,6,306.72,4,5,2,452,Loyal Customers
16173,16,6,1418.32,4,5,4,454,Loyal Customers
13995,16,5,1393.69,4,4,4,444,Loyal Customers
17516,16,5,768.08,4,4,3,443,Loyal Customers
15632,16,8,3285.31,4,5,5,455,Champions
14709,16,13,4921.04,4,5,5,455,Champions
12709,16,15,9736.52,4,5,5,455,Champions
13638,16,1,122.64,4,2,1,421,Potential Loyalists
17975,16,13,4488.81,4,5,5,455,Champions
15502,16,12,10384.93,4,5,5,455,Champions
16566,16,5,614.66,4,4,3,443,Loyal Customers
15725,16,1,415.25,4,1,2,412,Others
16616,16,2,500.42,4,3,3,433,Potential Loyalists
17767,16,1,271.20,4,2,2,422,Potential Loyalists
15953,16,8,1659.38,4,5,4,454,Loyal Customers
15482,16,12,11054.96,4,5,5,455,Champions
17228,16,8,1906.09,4,5,4,454,Loyal Customers
15034,16,8,4308.61,4,5,5,455,Champions
14539,16,2,537.48,4,3,3,433,Potential Loyalists
17139,16,12,10668.47,4,5,5,455,Champions
15428,16,1,93.78,4,2,1,421,Potential Loyalists
16157,16,3,656.69,4,3,3,433,Potential Loyalists
12388,16,6,2780.66,4,5,5,455,Champions
16189,16,2,215.48,4,2,1,421,Potential Loyalists
16885,16,3,471.51,4,3,2,432,Potential Loyalists
13719,16,5,1041.68,4,4,4,444,Loyal Customers
12476,16,11,6816.42,4,5,5,455,Champions
14277,16,3,4216.20,4,3,5,435,Potential Loyalists
17458,16,1,316.50,4,2,2,422,Potential Loyalists
16824,16,2,460.64,4,3,2,432,Potential Loyalists
15270,16,7,2379.49,4,5,5,455,Champions
17133,16,7,4892.24,4,5,5,455,Champions
12705,16,9,6868.29,4,5,5,455,Champions
17671,16,4,1572.71,4,4,4,444,Loyal Customers
16596,16,2,250.15,4,2,1,421,Potential Loyalists
14805,16,4,554.65,4,4,3,443,Loyal Customers
13277,16,4,258.40,4,4,2,442,Loyal Customers
17345,16,4,537.74,4,4,3,443,Loyal Customers
15594,16,5,1771.78,4,4,4,444,Loyal Customers
15858,16,5,1438.85,4,4,4,444,Loyal Customers
17727,16,1,1060.25,4,2,4,424,Potential Loyalists
14987,16,2,326.40,4,2,2,422,Potential Loyalists
14756,16,1,738.96,4,1,3,413,Others
12937,16,4,1504.27,4,4,4,444,Loyal Customers
18188,16,3,2001.04,4,4,4,444,Loyal Customers
15005,16,28,6316.57,4,5,5,455,Champions
12494,16,7,1246.10,4,5,4,454,Loyal Customers
16570,16,10,3738.40,4,5,5,455,Champions
12531,15,1,125.22,4,2,1,421,Potential Loyalists
17348,15,5,1159.52,4,4,4,444,Loyal Customers
17813,15,5,1770.88,4,4,4,444,Loyal Customers
15117,15,5,1551.78,4,4,4,444,Loyal Customers
13149,15,4,1676.06,4,4,4,444,Loyal Customers
14111,15,4,692.85,4,4,3,443,Loyal Customers
12438,15,2,2906.85,4,3,5,435,Potential Loyalists
13525,15,2,628.78,4,3,3,433,Potential Loyalists
17624,15,2,843.48,4,3,3,433,Potential Loyalists
14710,15,4,606.13,4,4,3,443,Loyal Customers
15186,15,2,411.41,4,3,2,432,Potential Loyalists
17302,15,5,1135.63,4,4,4,444,Loyal Customers
17557,15,3,541.46,4,3,3,433,Potential Loyalists
14946,15,1,100.90,4,2,1,421,Potential Loyalists
13050,15,17,5836.86,4,5,5,455,Champions
15382,15,6,5955.71,4,5,5,455,Champions
17562,15,7,1122.38,4,5,4,454,Loyal Customers
18172,15,20,7561.68,4,5,5,455,Champions
15793,15,3,965.61,4,4,4,444,Loyal Customers
16814,15,21,6509.10,4,5,5,455,Champions
15473,15,7,1771.20,4,5,4,454,Loyal Customers
12681,15,22,13787.54,4,5,5,455,Champions
13579,15,2,467.04,4,3,2,432,Potential Loyalists
16327,15,6,3844.22,4,5,5,455,Champions
15872,15,2,360.93,4,2,2,422,Potential Loyalists
16719,15,7,1790.42,4,5,4,454,Loyal Customers
14966,15,1,191.32,4,1,1,411,Others
12620,15,3,1339.41,4,3,4,434,Potential Loyalists
14703,15,1,318.17,4,2,2,422,Potential Loyalists
13184,15,10,1701.29,4,5,4,454,Loyal Customers
17329,15,2,523.11,4,3,3,433,Potential Loyalists
13332,15,1,350.90,4,2,2,422,Potential Loyalists
16856,15,1,35.40,4,2,1,421,Potential Loyalists
13978,15,2,196.79,4,2,1,421,Potential Loyalists
13048,15,4,1835.91,4,4,4,444,Loyal Customers
13437,15,7,3408.06,4,5,5,455,Champions
13589,15,2,379.65,4,3,2,432,Potential Loyalists
15737,15,8,1205.12,4,5,4,454,Loyal Customers
15134,15,8,1387.99,4,5,4,454,Loyal Customers
17385,15,1,261.11,4,2,2,422,Potential Loyalists
13546,13,3,626.99,4,3,3,433,Potential Loyalists
17595,13,2,388.79,5,3,2,532,Potential Loyalists
13782,13,6,912.00,5,5,3,553,Loyal Customers
15009,13,3,1261.78,5,3,4,534,Potential Loyalists
18001,13,2,417.23,5,3,2,532,Potential Loyalists
16407,13,10,2126.93,5,5,5,555,Champions
15861,13,8,3165.36,5,5,5,555,Champions
17812,13,4,732.16,5,4,3,543,Loyal Customers
13064,13,4,1119.49,5,4,4,544,Loyal Customers
14954,13,1,336.17,5,2,2,522,Potential Loyalists
17769,13,10,3997.98,5,5,5,555,Champions
13571,13,12,2092.32,5,5,5,555,Champions
16024,13,1,251.24,5,2,2,522,Potential Loyalists
14577,13,4,859.71,5,4,3,543,Loyal Customers
15351,13,7,1960.11,5,5,4,554,Loyal Customers
17411,13,3,778.94,5,3,3,533,Potential Loyalists
18156,13,2,734.94,5,3,3,533,Potential Loyalists
15054,13,2,302.10,5,2,2,522,Potential Loyalists
16877,13,6,853.72,5,5,3,553,Loyal Customers
16923,13,19,7247.61,5,5,5,555,Champions
17885,13,1,190.19,5,1,1,511,Others
18145,13,4,2861.55,5,4,5,545,Champions
13610,13,7,1131.88,5,5,4,554,Loyal Customers
17236,13,6,916.13,5,5,3,553,Loyal Customers
15555,13,16,4805.17,5,5,5,555,Champions
14859,13,4,1353.74,5,4,4,544,Loyal Customers
16942,13,9,1920.59,5,5,4,554,Loyal Customers
16983,13,7,1931.25,5,5,4,554,Loyal Customers
13991,13,6,855.97,5,5,3,553,Loyal Customers
15987,13,7,1451.28,5,5,4,554,Loyal Customers
17365,13,8,4801.56,5,5,5,555,Champions
15514,13,11,4139.46,5,5,5,555,Champions
15436,13,3,1122.53,5,4,4,544,Loyal Customers
13232,13,7,1357.60,5,5,4,554,Loyal Customers
17068,13,21,4552.14,5,5,5,555,Champions
17231,13,10,3174.32,5,5,5,555,Champions
16005,13,4,615.39,5,4,3,543,Loyal Customers
18112,13,2,352.69,5,2,2,522,Potential Loyalists
15747,13,3,974.04,5,4,4,544,Loyal Customers
17864,13,3,597.50,5,4,3,543,Loyal Customers
14093,13,1,442.85,5,1,2,512,Others
14878,13,9,1485.54,5,5,4,554,Loyal Customers
14511,12,5,1314.81,5,4,4,544,Loyal Customers
15601,12,14,6776.56,5,5,5,555,Champions
12660,12,1,245.10,5,1,1,511,Others
13081,12,11,28337.38,5,5,5,555,Champions
13266,12,12,3834.26,5,5,5,555,Champions
18096,12,3,911.15,5,3,3,533,Potential Loyalists
13115,12,4,2294.78,5,4,5,545,Champions
13004,12,18,5655.91,5,5,5,555,Champions
15838,12,19,33643.08,5,5,5,555,Champions
12657,12,4,1643.18,5,4,4,544,Loyal Customers
14290,12,5,2314.65,5,4,5,545,Champions
14597,12,2,883.15,5,3,3,533,Potential Loyalists
18229,12,20,7276.90,5,5,5,555,Champions
16744,12,7,1304.76,5,5,4,554,Loyal Customers
14901,12,9,1421.29,5,5,4,554,Loyal Customers
14704,12,9,1546.91,5,5,4,554,Loyal Customers
18041,12,21,4183.39,5,5,5,555,Champions
17019,12,4,1272.61,5,4,4,544,Loyal Customers
13418,12,18,6127.43,5,5,5,555,Champions
13844,12,1,361.62,5,2,2,522,Potential Loyalists
15714,12,2,330.88,5,2,2,522,Potential Loyalists
17929,12,4,843.00,5,4,3,543,Loyal Customers
17651,12,10,3945.00,5,5,5,555,Champions
17299,12,4,669.11,5,4,3,543,Loyal Customers
17031,12,2,380.35,5,3,2,532,Potential Loyalists
17739,12,7,2791.35,5,5,5,555,Champions
14215,12,6,1789.72,5,5,4,554,Loyal Customers
13188,12,1,114.60,5,2,1,521,Potential Loyalists
15540,12,1,213.30,5,1,1,511,Others
13914,12,2,626.45,5,3,3,533,Potential Loyalists
15721,12,1,507.08,5,1,3,513,Others
12906,12,5,2919.81,5,4,5,545,Champions
16347,12,2,887.65,5,3,3,533,Potential Loyalists
13950,12,4,745.06,5,4,3,543,Loyal Customers
17924,12,7,2962.50,5,5,5,555,Champions
16364,12,2,707.04,5,3,3,533,Potential Loyalists
13590,12,6,1981.92,5,5,4,554,Loyal Customers
18101,12,2,223.65,5,2,1,521,Potential Loyalists
14470,12,2,461.19,5,3,2,532,Potential Loyalists
15561,12,4,800.59,5,4,3,543,Loyal Customers
17188,12,7,2474.23,5,5,5,555,Champions
17379,12,1,404.66,5,1,2,512,Others
17806,12,1,546.04,5,1,3,513,Others
13030,12,2,799.48,5,3,3,533,Potential Loyalists
14480,12,1,279.05,5,2,2,522,Potential Loyalists
15022,12,4,905.04,5,4,3,543,Loyal Customers
16800,12,1,1201.49,5,2,4,524,Potential Loyalists
17852,12,2,114.34,5,2,1,521,Potential Loyalists
17523,12,4,652.74,5,4,3,543,Loyal Customers
12479,12,1,527.20,5,1,3,513,Others
15571,12,4,650.43,5,4,3,543,Loyal Customers
17419,12,12,4226.57,5,5,5,555,Champions
13196,12,4,1797.78,5,4,4,544,Loyal Customers
13258,12,3,698.58,5,3,3,533,Potential Loyalists
17359,12,1,127.86,5,1,1,511,Others
17988,12,7,201.12,5,5,1,551,Loyal Customers
13389,12,3,797.96,5,4,3,543,Loyal Customers
15511,12,5,909.23,5,4,3,543,Loyal Customers
14741,12,6,1400.34,5,5,4,554,Loyal Customers
17237,12,2,314.69,5,2,2,522,Potential Loyalists
12668,12,4,3807.15,5,4,5,545,Champions
13758,12,7,3190.55,5,5,5,555,Champions
16094,12,4,1078.23,5,4,4,544,Loyal Customers
13014,11,10,3466.28,5,5,5,555,Champions
15619,11,1,336.40,5,2,2,522,Potential Loyalists
14173,11,4,450.84,5,4,2,542,Loyal Customers
13429,11,4,1006.80,5,4,4,544,Loyal Customers
14824,11,4,1127.71,5,4,4,544,Loyal Customers
15148,11,1,301.29,5,2,2,522,Potential Loyalists
15197,11,3,1079.61,5,4,4,544,Loyal Customers
17101,11,4,1621.73,5,4,4,544,Loyal Customers
14785,11,2,77.40,5,2,1,521,Potential Loyalists
13349,11,1,247.32,5,1,1,511,Others
15783,11,1,246.30,5,1,1,511,Others
14554,11,4,2381.04,5,4,5,545,Champions
14125,11,3,2740.43,5,4,5,545,Champions
17468,11,2,137.00,5,2,1,521,Potential Loyalists
16852,11,2,144.91,5,2,1,521,Potential Loyalists
13928,11,4,464.57,5,4,2,542,Loyal Customers
17772,11,2,182.77,5,2,1,521,Potential Loyalists
15790,11,1,220.85,5,1,1,511,Others
13428,11,1,218.47,5,1,1,511,Others
14601,11,1,213.96,5,1,1,511,Others
13147,11,4,712.80,5,4,3,543,Loyal Customers
14836,11,3,102.45,5,4,1,541,Loyal Customers
12451,11,5,9035.52,5,4,5,545,Champions
14452,11,2,264.44,5,2,2,522,Potential Loyalists
16992,11,5,1614.31,5,4,4,544,Loyal Customers
12798,11,3,6977.04,5,3,5,535,Potential Loyalists
15297,11,3,641.94,5,3,3,533,Potential Loyalists
16479,11,2,300.83,5,2,2,522,Potential Loyalists
12654,11,5,601.98,5,4,3,543,Loyal Customers
14321,11,5,1530.75,5,4,4,544,Loyal Customers
12670,11,5,2996.05,5,4,5,545,Champions
13883,11,5,2674.48,5,4,5,545,Champions
13068,11,2,344.00,5,2,2,522,Potential Loyalists
14209,11,6,2073.43,5,5,5,555,Champions
14419,11,6,1058.06,5,5,4,554,Loyal Customers
15755,11,6,2364.25,5,5,5,555,Champions
15089,11,6,2420.84,5,5,5,555,Champions
17682,11,6,2474.33,5,5,5,555,Champions
13657,11,2,382.14,5,3,2,532,Potential Loyalists
13198,11,6,3401.24,5,5,5,555,Champions
17711,11,2,385.10,5,3,2,532,Potential Loyalists
14723,11,6,1158.30,5,5,4,554,Loyal Customers
13211,11,3,1197.42,5,3,4,534,Potential Loyalists
12727,11,7,3980.70,5,5,5,555,Champions
17655,11,7,2638.94,5,5,5,555,Champions
12375,11,2,457.50,5,3,2,532,Potential Loyalists
14408,11,7,2606.53,5,5,5,555,Champions
15239,11,2,780.59,5,3,3,533,Potential Loyalists
12627,11,7,4478.53,5,5,5,555,Champions
14388,11,8,3212.84,5,5,5,555,Champions
12464,11,8,1212.05,5,5,4,554,Loyal Customers
13137,11,8,3650.41,5,5,5,555,Champions
14701,11,9,2549.37,5,5,5,555,Champions
14390,11,9,4652.82,5,5,5,555,Champions
14961,11,9,7044.68,5,5,5,555,Champions
13467,11,2,1083.71,5,3,4,534,Potential Loyalists
16549,11,10,4154.64,5,5,5,555,Champions
14349,11,1,133.50,5,1,1,511,Others
14711,11,11,2868.80,5,5,5,555,Champions
16818,11,11,3349.57,5,5,5,555,Champions
13496,11,2,653.33,5,3,3,533,Potential Loyalists
16775,11,11,1695.66,5,5,4,554,Loyal Customers
15218,11,11,5756.89,5,5,5,555,Champions
13999,11,12,3901.81,5,5,5,555,Champions
14866,11,12,14389.90,5,5,5,555,Champions
16782,11,13,2279.90,5,5,5,555,Champions
14088,11,13,50491.81,5,5,5,555,Champions
14550,11,2,765.62,5,3,3,533,Potential Loyalists
17466,11,2,763.28,5,3,3,533,Potential Loyalists
13576,11,18,6717.34,5,5,5,555,Champions
17306,11,19,8631.31,5,5,5,555,Champions
15615,11,23,10399.74,5,5,5,555,Champions
14667,11,25,9241.20,5,5,5,555,Champions
14180,11,25,4748.52,5,5,5,555,Champions
18118,11,26,5653.82,5,5,5,555,Champions
16168,11,27,3787.60,5,5,5,555,Champions
15206,11,4,420.30,5,4,2,542,Loyal Customers
15024,10,10,1661.33,5,5,4,554,Loyal Customers
18058,10,1,170.16,5,1,1,511,Others
12524,10,8,4485.72,5,5,5,555,Champions
12488,10,3,1298.66,5,3,4,534,Potential Loyalists
15467,10,3,524.88,5,3,3,533,Potential Loyalists
12957,10,8,4017.54,5,5,5,555,Champions
15712,10,5,1072.36,5,4,4,544,Loyal Customers
16241,10,13,2607.87,5,5,5,555,Champions
14005,10,5,2874.72,5,4,5,545,Champions
17288,10,7,1419.73,5,5,4,554,Loyal Customers
13255,10,2,399.51,5,3,2,532,Potential Loyalists
18158,10,2,453.40,5,3,2,532,Potential Loyalists
16295,10,4,1328.55,5,4,4,544,Loyal Customers
13658,10,5,2639.17,5,4,5,545,Champions
12966,10,1,160.18,5,1,1,511,Others
16915,10,6,621.68,5,5,3,553,Loyal Customers
12429,10,4,3750.40,5,4,5,545,Champions
15073,10,3,1043.41,5,4,4,544,Loyal Customers
14963,10,5,1487.80,5,4,4,544,Loyal Customers
14540,10,3,996.26,5,4,4,544,Loyal Customers
17502,10,4,689.10,5,4,3,543,Loyal Customers
17737,10,2,168.24,5,2,1,521,Potential Loyalists
17911,10,1,366.23,5,2,2,522,Potential Loyalists
14432,10,6,2255.51,5,5,5,555,Champions
12528,10,6,1933.48,5,5,4,554,Loyal Customers
12953,10,1,329.85,5,2,2,522,Potential Loyalists
15251,10,11,10484.99,5,5,5,555,Champions
15544,10,9,3546.71,5,5,5,555,Champions
14448,10,2,375.35,5,3,2,532,Potential Loyalists
14893,10,2,1237.85,5,3,4,534,Potential Loyalists
12787,10,3,463.66,5,3,2,532,Potential Loyalists
14618,10,3,553.44,5,3,3,533,Potential Loyalists
14385,10,3,202.11,5,4,1,541,Loyal Customers
13362,10,4,3090.74,5,4,5,545,Champions
14755,10,11,5010.28,5,5,5,555,Champions
13784,10,11,2462.79,5,5,5,555,Champions
15680,10,3,1333.68,5,3,4,534,Potential Loyalists
15903,10,7,5126.76,5,5,5,555,Champions
12630,10,2,1270.88,5,3,4,534,Potential Loyalists
16712,10,11,3645.43,5,5,5,555,Champions
16265,10,9,5447.00,5,5,5,555,Champions
15039,10,47,19914.44,5,5,5,555,Champions
14258,10,9,12669.98,5,5,5,555,Champions
12784,10,2,574.42,5,3,3,533,Potential Loyalists
15152,10,13,4745.69,5,5,5,555,Champions
15046,10,15,5213.77,5,5,5,555,Champions
15444,10,2,1418.26,5,3,4,534,Potential Loyalists
16657,10,4,933.62,5,4,3,543,Loyal Customers
12882,10,2,1463.04,5,3,4,534,Potential Loyalists
18230,10,7,2810.20,5,5,5,555,Champions
15113,10,3,3609.33,5,4,5,545,Champions
15414,10,3,774.90,5,3,3,533,Potential Loyalists
15782,10,3,2614.74,5,4,5,545,Champions
15654,10,2,922.53,5,3,3,533,Potential Loyalists
16361,10,4,896.66,5,4,3,543,Loyal Customers
12921,10,37,16587.09,5,5,5,555,Champions
13012,10,8,1661.84,5,5,4,554,Loyal Customers
15394,10,4,2183.54,5,4,5,545,Champions
14062,10,12,10464.85,5,5,5,555,Champions
12714,10,5,4708.86,5,4,5,545,Champions
17736,10,3,377.44,5,4,2,542,Loyal Customers
16115,10,8,1667.97,5,5,4,554,Loyal Customers
13203,10,4,869.46,5,4,3,543,Loyal Customers
14713,10,11,2666.36,5,5,5,555,Champions
13647,10,4,1678.12,5,4,4,544,Loyal Customers
16062,10,4,1153.62,5,4,4,544,Loyal Customers
18241,10,17,2073.09,5,5,5,555,Champions
15611,10,13,1591.45,5,5,4,554,Loyal Customers
18179,10,6,1793.17,5,5,4,554,Loyal Customers
14156,10,55,117379.63,5,5,5,555,Champions
12598,10,8,3023.08,5,5,5,555,Champions
15380,9,5,1690.26,5,4,4,544,Loyal Customers
12572,9,2,1020.42,5,3,4,534,Potential Loyalists
18122,9,6,1826.21,5,5,4,554,Loyal Customers
15060,9,4,303.09,5,4,2,542,Loyal Customers
13509,9,7,979.72,5,5,4,554,Loyal Customers
16145,9,11,3799.49,5,5,5,555,Champions
16700,9,13,5076.55,5,5,5,555,Champions
16789,9,1,80.80,5,1,1,511,Others
15993,9,7,2797.57,5,5,5,555,Champions
16376,9,2,987.01,5,3,4,534,Potential Loyalists
16938,9,4,2736.38,5,4,5,545,Champions
14287,9,3,176.63,5,4,1,541,Loyal Customers
13040,9,2,676.99,5,3,3,533,Potential Loyalists
15144,9,17,6580.44,5,5,5,555,Champions
15373,9,12,2415.91,5,5,5,555,Champions
14655,9,4,1932.23,5,4,4,544,Loyal Customers
13159,9,4,1437.85,5,4,4,544,Loyal Customers
15948,9,2,955.24,5,3,4,534,Potential Loyalists
12562,9,7,3781.74,5,5,5,555,Champions
16701,9,13,5398.30,5,5,5,555,Champions
17426,9,6,5037.26,5,5,5,555,Champions
17937,9,7,4301.22,5,5,5,555,Champions
16119,9,2,423.36,5,3,2,532,Potential Loyalists
16496,9,3,1599.52,5,3,4,534,Potential Loyalists
16839,9,34,16594.35,5,5,5,555,Champions
16242,9,7,3603.21,5,5,5,555,Champions
15101,9,2,317.53,5,2,2,522,Potential Loyalists
14289,9,6,911.26,5,5,3,553,Loyal Customers
16966,9,7,2154.97,5,5,5,555,Champions
15904,9,1,164.68,5,1,1,511,Others
12919,9,6,1335.19,5,5,4,554,Loyal Customers
12963,9,8,1856.63,5,5,4,554,Loyal Customers
14262,9,8,2618.23,5,5,5,555,Champions
14869,9,2,725.70,5,3,3,533,Potential Loyalists
14732,9,8,2702.49,5,5,5,555,Champions
15951,9,2,708.22,5,3,3,533,Potential Loyalists
16011,9,16,3362.71,5,5,5,555,Champions
14766,9,6,2473.37,5,5,5,555,Champions
17381,9,29,20275.61,5,5,5,555,Champions
15531,9,2,2007.44,5,3,4,534,Potential Loyalists
14146,9,5,4191.00,5,4,5,545,Champions
15172,9,5,1624.05,5,4,4,544,Loyal Customers
13090,9,14,8910.82,5,5,5,555,Champions
14298,9,44,51527.30,5,5,5,555,Champions
12901,9,28,17654.54,5,5,5,555,Champions
14804,9,1,353.27,5,2,2,522,Potential Loyalists
14047,9,5,1308.61,5,4,4,544,Loyal Customers
15862,9,4,832.88,5,4,3,543,Loyal Customers
16169,9,4,1822.97,5,4,4,544,Loyal Customers
13854,9,25,8109.52,5,5,5,555,Champions
15500,9,4,1131.56,5,4,4,544,Loyal Customers
15687,9,9,2993.10,5,5,5,555,Champions
14299,9,9,3965.62,5,5,5,555,Champions
15602,9,9,1297.87,5,5,4,554,Loyal Customers
14309,9,9,2352.53,5,5,5,555,Champions
17450,9,46,194550.79,5,5,5,555,Champions
15021,9,9,1914.82,5,5,4,554,Loyal Customers
17768,9,3,2273.18,5,4,5,545,Champions
16156,9,9,3122.04,5,5,5,555,Champions
17321,9,2,700.86,5,3,3,533,Potential Loyalists
14367,9,16,9261.52,5,5,5,555,Champions
12664,9,9,4881.88,5,5,5,555,Champions
17293,9,9,1875.11,5,5,4,554,Loyal Customers
14659,9,9,2529.93,5,5,5,555,Champions
17350,9,4,1286.07,5,4,4,544,Loyal Customers
17115,9,3,837.50,5,3,3,533,Potential Loyalists
14243,9,10,2588.77,5,5,5,555,Champions
17566,9,2,901.21,5,3,3,533,Potential Loyalists
14440,9,5,2357.68,5,4,5,545,Champions
15434,9,5,1041.48,5,4,4,544,Loyal Customers
17576,9,19,3622.68,5,5,5,555,Champions
12553,9,10,3692.28,5,5,5,555,Champions
16813,9,10,1692.98,5,5,4,554,Loyal Customers
14960,9,2,221.27,5,2,1,521,Potential Loyalists
14178,9,7,1620.93,5,5,4,554,Loyal Customers
12951,9,6,1064.07,5,5,4,554,Loyal Customers
18077,9,11,2633.01,5,5,5,555,Champions
17014,9,3,586.33,5,4,3,543,Loyal Customers
15028,9,4,627.13,5,4,3,543,Loyal Customers
18097,8,6,2697.80,5,5,5,555,Champions
15078,8,32,9743.11,5,5,5,555,Champions
15547,8,14,4954.84,5,5,5,555,Champions
14594,8,2,379.83,5,3,2,532,Potential Loyalists
12695,8,4,582.10,5,4,3,543,Loyal Customers
14788,8,2,679.44,5,3,3,533,Potential Loyalists
12704,8,8,2340.84,5,5,5,555,Champions
13969,8,18,9053.94,5,5,5,555,Champions
17495,8,2,497.56,5,3,3,533,Potential Loyalists
13458,8,14,9646.57,5,5,5,555,Champions
15123,8,2,2199.31,5,3,5,535,Potential Loyalists
14865,8,2,52.20,5,2,1,521,Potential Loyalists
14031,8,19,17286.86,5,5,5,555,Champions
13780,8,2,360.01,5,2,2,522,Potential Loyalists
13297,8,4,2089.85,5,4,5,545,Champions
12762,8,2,1898.52,5,3,4,534,Potential Loyalists
13495,8,5,2044.87,5,4,4,544,Loyal Customers
13884,8,5,787.60,5,4,3,543,Loyal Customers
13560,8,1,174.37,5,1,1,511,Others
12700,8,4,4939.99,5,4,5,545,Champions
16474,8,7,1871.50,5,5,4,554,Loyal Customers
15271,8,15,2507.07,5,5,5,555,Champions
15769,8,26,56252.72,5,5,5,555,Champions
17086,8,6,2050.08,5,5,4,554,Loyal Customers
12684,8,7,2283.63,5,5,5,555,Champions
14428,8,5,1244.83,5,4,4,544,Loyal Customers
17567,8,8,4331.48,5,5,5,555,Champions
13953,8,7,3515.68,5,5,5,555,Champions
17611,8,15,3984.22,5,5,5,555,Champions
12970,8,4,452.24,5,4,2,542,Loyal Customers
13183,8,9,3957.78,5,5,5,555,Champions
16989,8,6,1133.25,5,4,4,544,Loyal Customers
14292,8,9,4871.93,5,5,5,555,Champions
12962,8,2,266.39,5,2,2,522,Potential Loyalists
18144,8,12,2888.75,5,5,5,555,Champions
12558,8,1,269.96,5,2,2,522,Potential Loyalists
14560,8,22,2237.77,5,5,5,555,Champions
16359,8,9,1750.92,5,5,4,554,Loyal Customers
15570,8,12,4165.52,5,5,5,555,Champions
16759,8,3,789.79,5,3,3,533,Potential Loyalists
14023,8,2,584.07,5,3,3,533,Potential Loyalists
18245,8,7,2567.06,5,5,5,555,Champions
16333,8,22,26626.80,5,5,5,555,Champions
14688,8,21,5630.87,5,5,5,555,Champions
12856,8,6,2179.93,5,5,5,555,Champions
16038,8,3,471.78,5,3,2,532,Potential Loyalists
13017,8,1,204.00,5,1,1,511,Others
17584,8,2,1242.30,5,3,4,534,Potential Loyalists
13705,8,3,711.86,5,3,3,533,Potential Loyalists
17686,8,7,5739.46,5,5,5,555,Champions
13309,8,5,1456.79,5,4,4,544,Loyal Customers
17942,8,1,77.50,5,1,1,511,Others
18282,8,2,178.05,5,2,1,521,Potential Loyalists
14895,8,20,11138.71,5,5,5,555,Champions
14897,8,4,1366.38,5,4,4,544,Loyal Customers
15539,8,1,538.46,5,1,3,513,Others
17221,8,2,335.13,5,2,2,522,Potential Loyalists
12587,8,1,144.00,5,1,1,511,Others
17386,8,6,2686.42,5,5,5,555,Champions
14092,8,14,4076.91,5,5,5,555,Champions
14126,8,3,706.13,5,4,3,543,Loyal Customers
17157,8,2,319.00,5,2,2,522,Potential Loyalists
14250,8,3,1904.05,5,4,4,544,Loyal Customers
16899,8,6,1281.56,5,5,4,554,Loyal Customers
18055,8,10,6784.19,5,5,5,555,Champions
14493,8,5,2383.24,5,4,5,545,Champions
18174,8,1,104.00,5,2,1,521,Potential Loyalists
16440,8,5,3640.67,5,4,5,545,Champions
13868,8,2,3192.54,5,3,5,535,Potential Loyalists
17183,8,6,3347.31,5,5,5,555,Champions
12364,8,4,1313.10,5,4,4,544,Loyal Customers
16103,8,6,1429.64,5,5,4,554,Loyal Customers
13736,6,2,731.90,5,3,3,533,Potential Loyalists
12827,6,3,430.15,5,3,2,532,Potential Loyalists
14102,6,5,1360.28,5,4,4,544,Loyal Customers
17827,6,5,1995.46,5,4,4,544,Loyal Customers
14354,6,2,163.62,5,2,1,521,Potential Loyalists
13808,6,5,1747.66,5,4,4,544,Loyal Customers
15867,6,15,3812.64,5,5,5,555,Champions
17131,6,5,2463.17,5,4,5,545,Champions
17858,6,12,5155.66,5,5,5,555,Champions
14720,6,3,663.81,5,3,3,533,Potential Loyalists
